stock_code,description_clean,n_transacciones,unidades_totales,revenue_total,precio_medio,cluster,categoria_regla,categorias_candidatas,num_categorias_candidatas,estrato_muestreo,categoria_predicha,confianza_margen,categoria_final
22167,OVAL WALL MIRROR DIAMANTE,304,690,6056.33,11.31,20,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",2.5835216371518848,"Espejos, Relojes y Arte de Pared"
22168,ORGANISER WOOD ANTIQUE WHITE,312,659,5475.93,8.5,22,,[],0,Sin regla,Decoración del Hogar,0.5580571996515169,Decoración del Hogar
22169,FAMILY ALBUM WHITE PICTURE FRAME,701,2275,19507.6,9.79,13,Marcos y Fotografía,['Marcos y Fotografía'],1,Marcos y Fotografía,Marcos y Fotografía,2.4533426572924246,Marcos y Fotografía
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,575,2385,15645.27,7.42,13,Marcos y Fotografía,['Marcos y Fotografía'],1,Marcos y Fotografía,Marcos y Fotografía,1.9402106055374015,Marcos y Fotografía
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,661,3141,23709.46,9.8,33,Marcos y Fotografía,['Marcos y Fotografía'],1,Marcos y Fotografía,Marcos y Fotografía,0.3422787365810305,Marcos y Fotografía
22172,METAL SHELF WITH RAIL,186,378,3451.82,9.58,22,,[],0,Sin regla,Jardín y Exterior,0.2616774060832776,Jardín y Exterior
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1006,5026,15411.9,3.73,22,,[],0,Sin regla,Cocina y Mesa,0.13126135209425133,Sin clasificar
22174,PHOTO CUBE,565,5122,10374.33,2.52,33,,[],0,Sin regla,Marcos y Fotografía,1.1647007726872198,Marcos y Fotografía
22175,PINK OWL SOFT TOY,365,1824,5278.31,3.42,22,,[],0,Sin regla,Bolsos y Carteras,0.0843433520298279,Sin clasificar
22176,BLUE OWL SOFT TOY,260,1184,3542.73,3.36,22,,[],0,Sin regla,Bolsos y Carteras,0.06335419900313422,Sin clasificar
22177,5 HOOK BLACKBOARD ORGANISER,125,325,3101.46,11.89,22,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9476347967923178,Decoración del Hogar
22178,VICTORIAN GLASS HANGING T LIGHT,1841,40081,52382.82,1.57,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.8962088762609532,Velas e Iluminación
22179,SET 10 LIGHTS NIGHT OWL,569,2023,14418.61,8.44,23,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,2.273099052603481,Velas e Iluminación
22180,RETROSPOT LAMP,410,975,10103.38,11.28,22,,[],0,Sin regla,Navidad,0.10506648956927289,Sin clasificar
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,140,1538,1291.38,1.02,33,Marcos y Fotografía,['Marcos y Fotografía'],1,Marcos y Fotografía,Marcos y Fotografía,2.3772757774200675,Marcos y Fotografía
22182,CAKE STAND VICTORIAN FILIGREE SMALL,172,561,2156.45,4.56,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9581688718899095,Cocina y Mesa
22183,CAKE STAND VICTORIAN FILIGREE MED,209,586,3297.25,6.31,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9417399622450486,Cocina y Mesa
22184,CAKE STAND VICTORIAN FILIGREE LARGE,146,389,2887.07,9.2,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9320425606619238,Cocina y Mesa
22185,SLATE TILE NATURAL HANGING,466,3896,6224.72,1.92,22,,[],0,Sin regla,Decoración del Hogar,0.3986738876350838,Decoración del Hogar
22186,RED STAR CARD HOLDER,346,2004,5431.4,3.24,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,2.0740442438915316,Papelería y Tarjetería
22187,GREEN CHRISTMAS TREE CARD HOLDER,366,2104,6820.7,4.36,0,Navidad,"['Navidad', 'Papelería y Tarjetería']",2,Navidad,Navidad,2.246917706038192,Navidad
22188,BLACK HEART CARD HOLDER,567,10353,28112.03,4.46,39,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,2.1113918453842606,Papelería y Tarjetería
22189,CREAM HEART CARD HOLDER,1304,16186,49300.94,4.43,39,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9238656351899321,Papelería y Tarjetería
22190,LOCAL CAFE MUG,245,1400,2591.67,2.36,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.206211153146856,Cocina y Mesa
22191,IVORY DINER WALL CLOCK,623,1967,16216.05,8.73,16,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",2.2097883725171297,"Espejos, Relojes y Arte de Pared"
22192,BLUE DINER WALL CLOCK,544,1426,12104.8,8.9,16,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",2.3205620336773665,"Espejos, Relojes y Arte de Pared"
22193,RED DINER WALL CLOCK,617,1910,16117.98,9.22,16,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",2.4098940051412097,"Espejos, Relojes y Arte de Pared"
22194,BLACK DINER WALL CLOCK,160,373,3212.1,9.19,16,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared']",1,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",2.2673954583937874,"Espejos, Relojes y Arte de Pared"
22195,LARGE HEART MEASURING SPOONS,824,5127,9144.24,2.25,39,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8759997532492196,Cocina y Mesa
22196,SMALL HEART MEASURING SPOONS,1006,6586,6141.19,1.18,39,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8978869053540546,Cocina y Mesa
22197,SMALL POPCORN HOLDER,2366,88499,79520.2,1.03,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8699957598688135,Cocina y Mesa
22198,LARGE POPCORN HOLDER,654,7331,12759.61,2.07,22,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8330088840322105,Cocina y Mesa
22199,FRYING PAN RED RETROSPOT,406,1827,7480.35,5.19,8,,[],0,Sin regla,Cocina y Mesa,0.09258001248545,Sin clasificar
22200,FRYING PAN PINK POLKADOT,358,1296,5784.92,5.63,8,,[],0,Sin regla,Cocina y Mesa,0.42175346233541294,Cocina y Mesa
22201,FRYING PAN BLUE POLKADOT,166,509,2034.4,4.55,8,,[],0,Sin regla,Cocina y Mesa,0.41620697127681167,Cocina y Mesa
22202,MILK PAN PINK RETROSPOT,265,1074,4336.25,5.25,8,,[],0,Sin regla,Cocina y Mesa,0.4599248840993589,Cocina y Mesa
22203,MILK PAN RED RETROSPOT,394,1402,5469.51,4.64,8,,[],0,Sin regla,Cocina y Mesa,0.43597690565992664,Cocina y Mesa
22204,MILK PAN BLUE POLKADOT,170,537,1974.29,4.21,8,,[],0,Sin regla,Cocina y Mesa,0.6608473381177256,Cocina y Mesa
22206,MUG DOTCOMGIFTSHOP COM,10,14,11.82,0.84,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.424476318016131,Cocina y Mesa
22207,FRYING PAN UNION FLAG,480,3103,13298.57,5.55,8,,[],0,Sin regla,Textiles del Hogar,0.4687556097935256,Textiles del Hogar
22208,WOOD STAMP SET THANK YOU,441,2366,3036.95,1.56,22,,[],0,Sin regla,Papelería y Tarjetería,0.3337214960042384,Papelería y Tarjetería
22209,WOOD STAMP SET HAPPY BIRTHDAY,259,1415,1753.94,1.42,14,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,1.984703571532338,Pascua y Fiestas
22210,WOOD STAMP SET BEST WISHES,295,1586,1898.42,1.38,22,,[],0,Sin regla,Decoración del Hogar,0.02962875490465844,Sin clasificar
22211,WOOD STAMP SET FLOWERS,297,1531,2022.35,1.52,22,,[],0,Sin regla,Decoración del Hogar,0.026086502532396527,Sin clasificar
22212,FOUR HOOK WHITE LOVEBIRDS,840,4024,8642.3,2.62,22,,[],0,Sin regla,Velas e Iluminación,0.00011135612159440811,Sin clasificar
22214,CANDLE PLATE LACE WHITE,92,549,1279.79,2.72,35,Cocina y Mesa,"['Cocina y Mesa', 'Velas e Iluminación']",2,Cocina y Mesa,Cocina y Mesa,1.803531981202302,Cocina y Mesa
22215,CAKE STAND WHITE TWO TIER LACE,359,1085,8809.93,9.03,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.0531455884522773,Cocina y Mesa
22216,T LIGHT HOLDER WHITE LACE,121,1396,1215.83,1.07,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.9625245966564806,Velas e Iluminación
22217,T LIGHT HOLDER HANGING LACE,216,2374,2814.81,1.41,15,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.9827065586376194,Velas e Iluminación
22218,CAKE STAND LACE WHITE,264,1232,5365.66,5.4,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.118421543444626,Cocina y Mesa
22219,LOVEBIRD HANGING DECORATION WHITE,1170,9771,9270.48,1.13,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9951207727123357,Decoración del Hogar
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,270,745,6885.44,10.38,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9474191078174528,Cocina y Mesa
22221,CAKE STAND LOVEBIRD 2 TIER PINK,157,905,6702.33,10.58,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9979123459011725,Cocina y Mesa
22222,CAKE PLATE LOVEBIRD WHITE,403,1489,6160.84,5.63,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.151000986024722,Cocina y Mesa
22223,CAKE PLATE LOVEBIRD PINK,177,726,3359.66,5.41,32,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.237415569742601,Cocina y Mesa
22224,WHITE LOVEBIRD LANTERN,404,2373,7527.94,3.62,22,Velas e Iluminación,['Velas e Iluminación'],1,Velas e Iluminación,Velas e Iluminación,1.9223868347200068,Velas e Iluminación
22227,HANGING HEART MIRROR DECORATION,664,6021,4344.17,0.89,1,"Espejos, Relojes y Arte de Pared","['Espejos, Relojes y Arte de Pared', 'Decoración del Hogar']",2,"Espejos, Relojes y Arte de Pared","Espejos, Relojes y Arte de Pared",1.7038631501888815,"Espejos, Relojes y Arte de Pared"
22228,BUNNY WOODEN PAINTED WITH BIRD,278,1727,1456.6,1.02,22,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,1.9596787761453502,Pascua y Fiestas
22229,BUNNY WOODEN PAINTED WITH FLOWER,189,1007,845.3,1.02,36,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,1.5316748772386535,Pascua y Fiestas
22230,JIGSAW TREE WITH WATERING CAN,196,1657,1134.64,0.94,22,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.8452061619274223,Jardín y Exterior
22231,JIGSAW TREE WITH BIRDHOUSE,301,2135,2712.48,1.55,22,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9592189566691465,Jardín y Exterior
22232,JIGSAW TOADSTOOLS 3 PIECE,158,1109,1318.99,1.56,22,,[],0,Sin regla,Cocina y Mesa,0.33908809308965404,Cocina y Mesa
22233,JIGSAW RABBIT AND BIRDHOUSE,167,949,1210.11,1.51,22,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.4882227165850759,Jardín y Exterior
22236,CAKE STAND 3 TIER MAGIC GARDEN,421,1127,13965.52,13.38,32,Jardín y Exterior,"['Jardín y Exterior', 'Cocina y Mesa']",2,Jardín y Exterior,Jardín y Exterior,1.8726916758791177,Jardín y Exterior
22241,GARLAND WOODEN HAPPY EASTER,479,4349,5862.42,1.59,14,Pascua y Fiestas,"['Pascua y Fiestas', 'Decoración del Hogar']",2,Pascua y Fiestas,Pascua y Fiestas,2.206410601262329,Pascua y Fiestas
22242,HOOK 5 HANGER MAGIC TOADSTOOL,371,4756,7559.91,1.92,22,,[],0,Sin regla,Papelería y Tarjetería,0.014085075139571357,Sin clasificar
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,395,7678,11860.25,1.9,22,,[],0,Sin regla,Cocina y Mesa,0.04356819277948798,Sin clasificar
22244,3 HOOK HANGER MAGIC GARDEN,432,4760,9101.96,2.69,42,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9853197155847941,Jardín y Exterior
22245,HOOK 1 HANGER MAGIC GARDEN,418,4633,3988.85,1.11,42,Jardín y Exterior,['Jardín y Exterior'],1,Jardín y Exterior,Jardín y Exterior,1.9692857886997932,Jardín y Exterior
22246,GARLAND MAGIC GARDEN 1 8M,189,1081,2287.95,2.7,42,Jardín y Exterior,"['Jardín y Exterior', 'Decoración del Hogar']",2,Jardín y Exterior,Jardín y Exterior,2.1601543960719054,Jardín y Exterior
22247,BUNNY DECORATION MAGIC GARDEN,187,1184,1022.79,1.05,42,Pascua y Fiestas,"['Pascua y Fiestas', 'Jardín y Exterior', 'Decoración del Hogar']",3,Pascua y Fiestas,Pascua y Fiestas,1.7937512399476143,Pascua y Fiestas
22248,DECORATION PINK CHICK MAGIC GARDEN,179,1013,901.5,1.07,42,Jardín y Exterior,"['Jardín y Exterior', 'Decoración del Hogar']",2,Jardín y Exterior,Jardín y Exterior,1.9107297988091383,Jardín y Exterior
22249,DECORATION WHITE CHICK MAGIC GARDEN,248,1636,1434.66,1.04,42,Jardín y Exterior,"['Jardín y Exterior', 'Decoración del Hogar']",2,Jardín y Exterior,Jardín y Exterior,1.9750078471143864,Jardín y Exterior
22250,DECORATION BUTTERFLY MAGIC GARDEN,263,1521,1382.96,1.14,42,Jardín y Exterior,"['Jardín y Exterior', 'Decoración del Hogar']",2,Jardín y Exterior,Jardín y Exterior,1.9535327225427679,Jardín y Exterior
22251,BIRDHOUSE DECORATION MAGIC GARDEN,301,1871,2317.64,1.56,42,Jardín y Exterior,"['Jardín y Exterior', 'Decoración del Hogar']",2,Jardín y Exterior,Jardín y Exterior,2.858748157747094,Jardín y Exterior
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,116,956,1175.56,1.28,1,Jardín y Exterior,"['Jardín y Exterior', 'Decoración del Hogar']",2,Jardín y Exterior,Decoración del Hogar,0.0860115409044866,Jardín y Exterior
22253,6 CROCHET STRAWBERRIES,89,964,1158.28,1.47,22,,[],0,Sin regla,Joyería y Bijouterie,0.21775454225574442,Joyería y Bijouterie
22254,FELT TOADSTOOL LARGE,150,1398,1792.21,1.52,22,,[],0,Sin regla,Cocina y Mesa,0.20153975104534583,Cocina y Mesa
22255,FELT TOADSTOOL SMALL,145,1185,1127.11,1.15,22,,[],0,Sin regla,Cocina y Mesa,0.22730861331412028,Cocina y Mesa
22256,FELT FARM ANIMAL CHICKEN,122,933,1200.07,1.57,22,,[],0,Sin regla,Decoración del Hogar,0.07648560807068505,Sin clasificar
22257,FELT FARM ANIMAL SHEEP,59,419,345.48,1.24,22,,[],0,Sin regla,Pascua y Fiestas,0.0755070215135405,Sin clasificar
22258,FELT FARM ANIMAL RABBIT,133,1342,1291.05,1.46,22,,[],0,Sin regla,Pascua y Fiestas,0.07407207778267,Sin clasificar
22259,FELT FARM ANIMAL HEN,74,590,482.95,1.3,22,,[],0,Sin regla,Decoración del Hogar,0.15431086322917076,Sin clasificar
22260,FELT EGG COSY BLUE RABBIT,246,1557,1594.77,1.29,8,,[],0,Sin regla,Pascua y Fiestas,0.08925747815880891,Sin clasificar
22261,FELT EGG COSY WHITE RABBIT,254,2105,2024.35,1.15,8,,[],0,Sin regla,Pascua y Fiestas,0.15099231303878702,Sin clasificar
22262,FELT EGG COSY CHICKEN,319,2026,1947.82,1.15,8,,[],0,Sin regla,Cocina y Mesa,0.052289336836508604,Sin clasificar
22263,FELT EGG COSY LADYBIRD,107,836,627.38,1.17,8,,[],0,Sin regla,Pascua y Fiestas,0.1352552613970649,Sin clasificar
22264,FELT FARM ANIMAL WHITE BUNNY,170,2014,1152.22,1.06,22,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,1.9605751143547872,Pascua y Fiestas
22265,EASTER DECORATION NATURAL CHICK,177,1843,1207.8,0.76,1,Pascua y Fiestas,"['Pascua y Fiestas', 'Decoración del Hogar']",2,Pascua y Fiestas,Pascua y Fiestas,1.9226119270990778,Pascua y Fiestas
22266,EASTER DECORATION HANGING BUNNY,170,2542,1040.11,0.69,1,Pascua y Fiestas,"['Pascua y Fiestas', 'Decoración del Hogar']",2,Pascua y Fiestas,Pascua y Fiestas,3.6136558428569354,Pascua y Fiestas
22267,EASTER DECORATION EGG BUNNY,121,1472,1291.47,1.17,8,Pascua y Fiestas,"['Pascua y Fiestas', 'Decoración del Hogar']",2,Pascua y Fiestas,Pascua y Fiestas,3.868944567898171,Pascua y Fiestas
22268,EASTER DECORATION SITTING BUNNY,245,2554,1271.29,0.83,1,Pascua y Fiestas,"['Pascua y Fiestas', 'Decoración del Hogar']",2,Pascua y Fiestas,Pascua y Fiestas,3.6061128998077727,Pascua y Fiestas
22269,EGG CUP NATURAL CHICKEN,206,1521,1357.7,1.21,8,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9148192845085399,Cocina y Mesa
22270,HAPPY EASTER HANGING DECORATION,158,685,2638.67,4.25,1,Pascua y Fiestas,"['Pascua y Fiestas', 'Decoración del Hogar']",2,Pascua y Fiestas,Pascua y Fiestas,1.9462600607798044,Pascua y Fiestas
22271,FELTCRAFT DOLL ROSIE,794,4866,13921.73,3.27,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.969521800463788,Papelería y Tarjetería
22272,FELTCRAFT DOLL MARIA,304,1371,3848.34,3.16,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,2.0370966381472204,Papelería y Tarjetería
22273,FELTCRAFT DOLL MOLLY,820,7355,20150.99,3.3,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,2.0775505329503434,Papelería y Tarjetería
22274,FELTCRAFT DOLL EMILY,661,3773,10770.07,3.27,22,Papelería y Tarjetería,['Papelería y Tarjetería'],1,Papelería y Tarjetería,Papelería y Tarjetería,1.9956466675691498,Papelería y Tarjetería
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,319,946,7875.33,8.89,9,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.000979640146681,Bolsos y Carteras
22276,WASH BAG VINTAGE ROSE PAISLEY,374,1889,4884.86,3.02,9,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9896229194203714,Bolsos y Carteras
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,252,1400,2927.49,2.48,9,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,2.1676095596762517,Bolsos y Carteras
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,388,1016,5959.53,6.75,9,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9623625980909694,Bolsos y Carteras
22279,POCKET BAG BLUE PAISLEY RED SPOT,217,1440,2104.62,1.63,9,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9614784055901737,Bolsos y Carteras
22280,POCKET BAG PINK PAISELY BROWN SPOT,162,877,1248.74,1.56,6,Bolsos y Carteras,['Bolsos y Carteras'],1,Bolsos y Carteras,Bolsos y Carteras,1.9659220083029927,Bolsos y Carteras
22281,EASTER TREE YELLOW BIRDS,149,511,3285.86,8.12,22,Pascua y Fiestas,['Pascua y Fiestas'],1,Pascua y Fiestas,Pascua y Fiestas,1.9845227072223026,Pascua y Fiestas
22282,12 EGG HOUSE PAINTED WOOD,216,561,7304.69,16.84,12,,[],0,Sin regla,Papelería y Tarjetería,0.34022890879557655,Papelería y Tarjetería
22283,6 EGG HOUSE PAINTED WOOD,382,1032,8533.09,9.6,8,,[],0,Sin regla,Papelería y Tarjetería,0.14132710816580674,Sin clasificar
22284,HEN HOUSE DECORATION,305,2465,4017.74,2.0,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9374480752668495,Decoración del Hogar
22285,DECORATION HEN ON NEST HANGING,269,2705,4248.01,1.93,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.3430737226469867,Decoración del Hogar
22286,DECORATION WOBBLY RABBIT METAL,195,1937,2200.75,1.74,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9348409851362969,Decoración del Hogar
22287,DECORATION WOBBLY CHICKEN METAL,121,1340,1435.75,1.68,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9889792229229077,Decoración del Hogar
22288,HANGING METAL RABBIT DECORATION,125,1310,1525.99,1.56,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9388902772476146,Decoración del Hogar
22289,DECORATION HANGING METAL CHICKEN,78,764,817.48,1.55,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9636100980209534,Decoración del Hogar
22290,STANDING METAL RABBIT WITH EGG,79,670,1223.02,2.36,8,,[],0,Sin regla,Pascua y Fiestas,0.008265107491155721,Sin clasificar
22291,SPRING DEC HANGING CHICK CREAM,269,3193,4412.93,1.64,22,,[],0,Sin regla,Decoración del Hogar,0.2514264857009154,Decoración del Hogar
22292,HANGING CHICK YELLOW DECORATION,227,2779,3773.74,1.6,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9701268418591629,Decoración del Hogar
22293,HANGING CHICK GREEN DECORATION,230,2034,2860.2,1.8,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.858412433064906,Decoración del Hogar
22294,HEART FILIGREE DOVE SMALL,894,16671,20629.38,1.46,39,,[],0,Sin regla,Cocina y Mesa,0.40307930829759936,Cocina y Mesa
22295,HEART FILIGREE DOVE LARGE,724,8411,13873.54,1.83,39,,[],0,Sin regla,Cocina y Mesa,0.37437058917061977,Cocina y Mesa
22296,HEART IVORY TRELLIS LARGE,854,9719,16027.56,1.81,39,,[],0,Sin regla,Decoración del Hogar,0.06742774611043267,Sin clasificar
22297,HEART IVORY TRELLIS SMALL,989,13715,17702.62,1.65,39,,[],0,Sin regla,Decoración del Hogar,0.036772305628887,Sin clasificar
22299,PIG KEYRING WITH LIGHT SOUND,202,3912,4430.82,1.63,22,Joyería y Bijouterie,"['Joyería y Bijouterie', 'Velas e Iluminación']",2,Joyería y Bijouterie,Joyería y Bijouterie,1.8663747699822668,Joyería y Bijouterie
22300,COFFEE MUG DOG BALL DESIGN,530,4116,9891.4,3.01,9,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.1700806344266352,Cocina y Mesa
22301,COFFEE MUG CAT BIRD DESIGN,645,5009,12124.78,3.18,9,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.994243991790648,Cocina y Mesa
22302,COFFEE MUG PEARS DESIGN,399,4926,10492.45,2.72,9,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.3329546446992486,Cocina y Mesa
22303,COFFEE MUG APPLES DESIGN,541,5439,12701.63,2.73,9,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.3227402199598584,Cocina y Mesa
22304,COFFEE MUG BLUE PAISLEY DESIGN,167,2380,4689.56,2.86,9,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.976818847150039,Cocina y Mesa
22305,COFFEE MUG PINK PAISLEY DESIGN,144,2267,4711.53,2.8,9,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.1586574843188355,Cocina y Mesa
22306,SILVER MUG BONE CHINA TREE OF LIFE,165,1621,2316.2,2.03,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.920024952396374,Cocina y Mesa
22307,GOLD MUG BONE CHINA TREE OF LIFE,119,1199,1804.11,2.35,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.9587848916858217,Cocina y Mesa
22308,TEA COSY BLUE STRIPE,214,677,2085.05,3.93,26,,[],0,Sin regla,Cocina y Mesa,0.23010752192939798,Cocina y Mesa
22309,TEA COSY RED STRIPE,267,1331,3459.08,3.45,26,,[],0,Sin regla,Cocina y Mesa,0.2557122593585742,Cocina y Mesa
22310,IVORY KNITTED MUG COSY,226,1739,3113.94,2.51,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.964634151418351,Cocina y Mesa
22311,OFFICE MUG WARMER BLACK SILVER,302,2116,6755.56,4.55,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.16068547772671,Cocina y Mesa
22312,OFFICE MUG WARMER POLKADOT,272,1233,4254.05,4.29,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.3195641097505195,Cocina y Mesa
22313,OFFICE MUG WARMER PINK,139,985,3146.07,4.27,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,2.3669678251255597,Cocina y Mesa
22314,OFFICE MUG WARMER CHOC BLUE,254,1110,3888.48,4.34,24,Cocina y Mesa,['Cocina y Mesa'],1,Cocina y Mesa,Cocina y Mesa,1.8030002564015277,Cocina y Mesa
22315,200 RED WHITE BENDY STRAWS,389,2136,2749.51,1.45,22,,[],0,Sin regla,Cocina y Mesa,0.19443440842359205,Sin clasificar
22316,200 BENDY SKULL STRAWS,119,1257,1432.82,1.4,22,,[],0,Sin regla,Decoración del Hogar,0.030665981971089384,Sin clasificar
22317,FIVE CATS HANGING DECORATION,168,587,1827.64,3.68,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,1.9718944732002455,Decoración del Hogar
22318,FIVE HEART HANGING DECORATION,393,1583,4983.98,3.68,1,Decoración del Hogar,['Decoración del Hogar'],1,Decoración del Hogar,Decoración del Hogar,2.289394131615838,Decoración del Hogar
